Column1,WeekStarting,Store,Brand,Quantity,Advert,Price,Revenue
2020-11-29,2020-11-29,1025,minute.maid,18202,1,2.0,36404.0
2020-12-06,2020-12-06,1025,minute.maid,14191,1,1.98,28098.18
2020-12-13,2020-12-13,1025,minute.maid,13971,1,2.3,32133.3
2020-12-20,2020-12-20,1025,minute.maid,11604,1,2.53,29358.12
2020-12-27,2020-12-27,1025,minute.maid,13571,1,1.96,26599.16
2020-06-14,2020-06-14,1025,tropicana,12168,1,2.09,25431.12
2020-06-21,2020-06-21,1025,tropicana,17933,1,2.32,41604.56
2020-06-28,2020-06-28,1025,tropicana,16112,1,2.52,40602.24
2020-07-05,2020-07-05,1025,tropicana,19692,1,2.58,50805.36
2020-07-12,2020-07-12,1025,tropicana,18156,1,2.69,48839.64
2020-07-19,2020-07-19,1025,tropicana,19788,1,2.55,50459.399999999994
2020-07-26,2020-07-26,1025,tropicana,19141,1,1.91,36559.31
2020-08-02,2020-08-02,1025,tropicana,15060,1,2.33,35089.8
2020-08-09,2020-08-09,1025,tropicana,17280,1,2.18,37670.4
2020-08-16,2020-08-16,1025,tropicana,14172,1,2.65,37555.799999999996
2020-08-23,2020-08-23,1025,tropicana,13013,1,2.15,27977.949999999997
2020-08-30,2020-08-30,1025,tropicana,15662,1,1.92,30071.039999999997
2020-09-06,2020-09-06,1025,tropicana,15431,1,2.57,39657.67
2020-09-13,2020-09-13,1025,tropicana,19623,1,2.68,52589.64000000001
2020-09-20,2020-09-20,1025,tropicana,17336,1,1.93,33458.479999999996
2020-09-27,2020-09-27,1025,tropicana,10557,1,2.18,23014.260000000002
2020-10-04,2020-10-04,1025,tropicana,12494,1,2.46,30735.239999999998
2020-10-11,2020-10-11,1025,tropicana,19138,1,2.1,40189.8
2020-10-18,2020-10-18,1025,tropicana,19053,1,2.62,49918.86
2020-10-25,2020-10-25,1025,tropicana,15148,1,2.05,31053.399999999998
2020-11-01,2020-11-01,1025,tropicana,14505,1,2.11,30605.55
2020-11-08,2020-11-08,1025,tropicana,10171,1,2.48,25224.079999999998
2020-11-15,2020-11-15,1025,tropicana,14880,1,2.5,37200.0
2020-11-22,2020-11-22,1025,tropicana,17390,1,1.99,34606.1
2020-11-29,2020-11-29,1025,tropicana,15188,1,2.27,34476.76
2020-12-06,2020-12-06,1025,tropicana,18316,1,2.12,38829.920000000006
2020-12-13,2020-12-13,1025,tropicana,15030,1,2.19,32915.7
2020-12-20,2020-12-20,1025,tropicana,9200,1,2.25,20700.0
2020-12-27,2020-12-27,1025,tropicana,19488,1,2.03,39560.64
2020-06-14,2020-06-14,1026,dominicks,16720,1,2.42,40462.4
2020-06-21,2020-06-21,1026,dominicks,15274,1,2.47,37726.780000000006
2020-06-28,2020-06-28,1026,dominicks,12436,1,2.28,28354.079999999998
2020-07-05,2020-07-05,1026,dominicks,13177,1,2.18,28725.86
2020-07-12,2020-07-12,1026,dominicks,17557,1,2.22,38976.54
2020-07-19,2020-07-19,1026,dominicks,19107,1,2.22,42417.54
2020-07-26,2020-07-26,1026,dominicks,17320,1,2.32,40182.399999999994
2020-08-02,2020-08-02,1026,dominicks,14046,1,2.12,29777.52
2020-08-09,2020-08-09,1026,dominicks,17446,1,2.61,45534.06
2020-08-16,2020-08-16,1026,dominicks,12532,1,2.3,28823.6
2020-08-23,2020-08-23,1026,dominicks,15785,1,2.46,38831.1
2020-08-30,2020-08-30,1026,dominicks,17297,1,2.5,43242.5
2020-09-06,2020-09-06,1026,dominicks,19273,1,2.5,48182.5
2020-09-13,2020-09-13,1026,dominicks,17324,1,2.44,42270.56
2020-09-20,2020-09-20,1026,dominicks,13195,1,2.5,32987.5
2020-09-27,2020-09-27,1026,dominicks,14407,1,2.19,31551.329999999998
2020-10-04,2020-10-04,1026,dominicks,15417,1,2.3,35459.1
2020-10-11,2020-10-11,1026,dominicks,9695,1,2.13,20650.35
2020-10-18,2020-10-18,1026,dominicks,19747,1,2.54,50157.38
2020-10-25,2020-10-25,1026,dominicks,18425,1,2.26,41640.49999999999
2020-11-01,2020-11-01,1026,dominicks,15869,1,2.02,32055.38
2020-11-08,2020-11-08,1026,dominicks,9232,1,2.01,18556.32
2020-11-15,2020-11-15,1026,dominicks,11006,1,2.66,29275.960000000003
2020-11-22,2020-11-22,1026,dominicks,18670,1,1.91,35659.7
2020-11-29,2020-11-29,1026,dominicks,18738,1,2.02,37850.76
2020-12-06,2020-12-06,1026,dominicks,16170,1,1.99,32178.3
2020-12-13,2020-12-13,1026,dominicks,19120,1,2.49,47608.8
2020-12-20,2020-12-20,1026,dominicks,10945,1,2.68,29332.600000000002
2020-12-27,2020-12-27,1026,dominicks,13628,1,2.5,34070.0
2020-06-14,2020-06-14,1026,minute.maid,13859,1,2.35,32568.65
2020-06-21,2020-06-21,1026,minute.maid,19260,1,2.04,39290.4
2020-06-28,2020-06-28,1026,minute.maid,14214,1,2.02,28712.28
2020-07-05,2020-07-05,1026,minute.maid,11233,1,2.25,25274.25
2020-07-12,2020-07-12,1026,minute.maid,17764,1,2.16,38370.240000000005
2020-07-19,2020-07-19,1026,minute.maid,13075,1,2.69,35171.75
2020-07-26,2020-07-26,1026,minute.maid,10419,1,2.53,26360.07
2020-08-02,2020-08-02,1026,minute.maid,18674,1,2.68,50046.32
2020-08-09,2020-08-09,1026,minute.maid,14618,1,2.39,34937.020000000004
2020-08-16,2020-08-16,1026,minute.maid,14888,1,2.15,32009.199999999997
2020-08-23,2020-08-23,1026,minute.maid,16512,1,1.95,32198.399999999998
2020-08-30,2020-08-30,1026,minute.maid,14727,1,2.36,34755.72
2020-09-06,2020-09-06,1026,minute.maid,12956,1,2.27,29410.12
2020-09-13,2020-09-13,1026,minute.maid,18235,1,1.96,35740.6
2020-09-20,2020-09-20,1026,minute.maid,18955,1,2.46,46629.3
2020-09-27,2020-09-27,1026,minute.maid,13908,1,2.56,35604.48
2020-10-04,2020-10-04,1026,minute.maid,16943,1,2.69,45576.67
2020-10-11,2020-10-11,1026,minute.maid,19219,1,2.15,41320.85
2020-10-18,2020-10-18,1026,minute.maid,19421,1,2.1,40784.1
2020-10-25,2020-10-25,1026,minute.maid,9911,1,1.98,19623.78
2020-11-01,2020-11-01,1026,minute.maid,10317,1,2.29,23625.93
2020-11-08,2020-11-08,1026,minute.maid,13268,1,1.97,26137.96
2020-11-15,2020-11-15,1026,minute.maid,14365,1,2.69,38641.85
2020-11-22,2020-11-22,1026,minute.maid,12226,1,2.4,29342.399999999998
2020-11-29,2020-11-29,1026,minute.maid,15363,1,2.69,41326.47
2020-12-06,2020-12-06,1026,minute.maid,12945,1,2.06,26666.7
2020-12-13,2020-12-13,1026,minute.maid,13693,1,2.11,28892.23
2020-12-20,2020-12-20,1026,minute.maid,19664,1,2.26,44440.64
2020-12-27,2020-12-27,1026,minute.maid,19076,1,2.53,48262.28
2020-06-14,2020-06-14,1026,tropicana,14074,1,2.59,36451.659999999996
2020-06-21,2020-06-21,1026,tropicana,10028,1,2.22,22262.160000000003
2020-06-28,2020-06-28,1026,tropicana,17426,1,2.45,42693.700000000004
2020-07-05,2020-07-05,1026,tropicana,19039,1,2.0,38078.0
2020-07-12,2020-07-12,1026,tropicana,11176,1,2.35,26263.600000000002
2020-07-19,2020-07-19,1026,tropicana,12374,1,2.51,31058.739999999998
2020-07-26,2020-07-26,1026,tropicana,11691,1,2.17,25369.469999999998
2020-08-02,2020-08-02,1026,tropicana,17248,1,2.46,42430.08
2020-08-09,2020-08-09,1026,tropicana,11745,1,2.19,25721.55
2020-08-16,2020-08-16,1026,tropicana,18956,1,2.54,48148.24
2020-08-23,2020-08-23,1026,tropicana,13946,1,2.65,36956.9
2020-08-30,2020-08-30,1026,tropicana,16734,1,2.62,43843.08
2020-09-06,2020-09-06,1026,tropicana,12196,1,1.91,23294.36
2020-09-13,2020-09-13,1026,tropicana,14592,1,2.23,32540.16
2020-09-20,2020-09-20,1026,tropicana,9639,1,2.23,21494.97
2020-09-27,2020-09-27,1026,tropicana,12752,1,2.3,29329.6
2020-10-04,2020-10-04,1026,tropicana,9347,1,2.19,20469.93
2020-10-11,2020-10-11,1026,tropicana,13812,1,2.07,28590.839999999997
2020-10-18,2020-10-18,1026,tropicana,10902,1,1.95,21258.899999999998
2020-10-25,2020-10-25,1026,tropicana,10943,1,2.19,23965.17
2020-11-01,2020-11-01,1026,tropicana,15089,1,2.03,30630.67
2020-11-08,2020-11-08,1026,tropicana,11640,1,2.49,28983.600000000002
2020-11-15,2020-11-15,1026,tropicana,12124,1,2.63,31886.12
2020-11-22,2020-11-22,1026,tropicana,9562,1,2.12,20271.440000000002
2020-11-29,2020-11-29,1026,tropicana,17355,1,1.94,33668.7
2020-12-06,2020-12-06,1026,tropicana,10924,1,2.53,27637.719999999998
2020-12-13,2020-12-13,1026,tropicana,12013,1,2.27,27269.51
2020-12-20,2020-12-20,1026,tropicana,12724,1,1.9,24175.6
2020-12-27,2020-12-27,1026,tropicana,13851,1,2.6,36012.6
2020-06-14,2020-06-14,1027,dominicks,16138,1,2.62,42281.560000000005
2020-06-21,2020-06-21,1027,dominicks,15281,1,2.22,33923.82
2020-06-28,2020-06-28,1027,dominicks,10082,1,2.06,20768.920000000002
2020-07-05,2020-07-05,1027,dominicks,16718,1,2.41,40290.380000000005
2020-07-12,2020-07-12,1027,dominicks,12193,1,2.41,29385.13
2020-07-19,2020-07-19,1027,dominicks,14431,1,2.0,28862.0
2020-07-26,2020-07-26,1027,dominicks,16564,1,2.34,38759.759999999995
2020-08-02,2020-08-02,1027,dominicks,14624,1,2.69,39338.56
2020-08-09,2020-08-09,1027,dominicks,10205,1,2.16,22042.800000000003
2020-08-16,2020-08-16,1027,dominicks,13771,1,1.9,26164.899999999998
2020-08-23,2020-08-23,1027,dominicks,13952,1,2.22,30973.440000000002
2020-08-30,2020-08-30,1027,dominicks,13700,1,1.99,27263.0
2020-09-06,2020-09-06,1027,dominicks,9664,1,2.26,21840.64
2020-09-13,2020-09-13,1027,dominicks,9416,1,2.24,21091.840000000004
2020-09-20,2020-09-20,1027,dominicks,10892,1,2.33,25378.36
2020-09-27,2020-09-27,1027,dominicks,10506,1,1.91,20066.46
2020-10-04,2020-10-04,1027,dominicks,18489,1,2.24,41415.36
2020-10-11,2020-10-11,1027,dominicks,16534,1,2.55,42161.7
2020-10-18,2020-10-18,1027,dominicks,10293,1,2.68,27585.24
2020-10-25,2020-10-25,1027,dominicks,18266,1,2.48,45299.68
2020-11-01,2020-11-01,1027,dominicks,16513,1,2.27,37484.51
2020-11-08,2020-11-08,1027,dominicks,11674,1,2.5,29185.0
2020-11-15,2020-11-15,1027,dominicks,15461,1,2.12,32777.32
2020-11-22,2020-11-22,1027,dominicks,13342,1,2.27,30286.34
2020-11-29,2020-11-29,1027,dominicks,9363,1,2.4,22471.2
2020-12-06,2020-12-06,1027,dominicks,19716,1,2.26,44558.159999999996
2020-12-13,2020-12-13,1027,dominicks,14531,1,2.56,37199.36
2020-12-20,2020-12-20,1027,dominicks,15798,1,1.92,30332.16
2020-12-27,2020-12-27,1027,dominicks,13105,1,2.62,34335.1
2020-06-14,2020-06-14,1027,minute.maid,15513,1,2.39,37076.07
2020-06-21,2020-06-21,1027,minute.maid,10810,1,2.69,29078.899999999998
2020-06-28,2020-06-28,1027,minute.maid,9901,1,2.27,22475.27
2020-07-05,2020-07-05,1027,minute.maid,11816,1,2.17,25640.719999999998
2020-07-12,2020-07-12,1027,minute.maid,14084,1,2.12,29858.08
2020-07-19,2020-07-19,1027,minute.maid,12332,1,1.99,24540.68
2020-07-26,2020-07-26,1027,minute.maid,13002,1,2.1,27304.2
2020-08-02,2020-08-02,1027,minute.maid,11996,1,2.0,23992.0
2020-08-09,2020-08-09,1027,minute.maid,11633,1,2.21,25708.93
2020-08-16,2020-08-16,1027,minute.maid,17397,1,2.03,35315.909999999996
2020-08-23,2020-08-23,1027,minute.maid,9799,1,2.01,19695.989999999998
2020-08-30,2020-08-30,1027,minute.maid,17712,1,2.68,47468.16
2020-09-06,2020-09-06,1027,minute.maid,17277,1,2.57,44401.89
2020-09-13,2020-09-13,1027,minute.maid,9103,1,2.48,22575.44
2020-09-20,2020-09-20,1027,minute.maid,11901,1,2.16,25706.160000000003
2020-09-27,2020-09-27,1027,minute.maid,15172,1,2.63,39902.36
2020-10-04,2020-10-04,1027,minute.maid,10606,1,2.43,25772.58
2020-10-11,2020-10-11,1027,minute.maid,10570,1,2.08,21985.600000000002
2020-10-18,2020-10-18,1027,minute.maid,11801,1,2.05,24192.05
2020-10-25,2020-10-25,1027,minute.maid,10220,1,2.53,25856.6
2020-11-01,2020-11-01,1027,minute.maid,18339,1,2.5,45847.5
2020-11-08,2020-11-08,1027,minute.maid,10364,1,1.96,20313.44
2020-11-15,2020-11-15,1027,minute.maid,12999,1,2.51,32627.489999999998
2020-11-22,2020-11-22,1027,minute.maid,9837,1,2.51,24690.87
2020-11-29,2020-11-29,1027,minute.maid,18471,1,2.61,48209.31
2020-12-06,2020-12-06,1027,minute.maid,19677,1,2.16,42502.32
2020-12-13,2020-12-13,1027,minute.maid,10333,1,2.3,23765.899999999998
2020-12-20,2020-12-20,1027,minute.maid,10578,1,2.58,27291.24
2020-12-27,2020-12-27,1027,minute.maid,13437,1,2.04,27411.48
2020-06-14,2020-06-14,1027,tropicana,19380,1,1.94,37597.2
2020-06-21,2020-06-21,1027,tropicana,18344,1,2.29,42007.76
2020-06-28,2020-06-28,1027,tropicana,13620,1,2.46,33505.2
2020-07-05,2020-07-05,1027,tropicana,18601,1,2.31,42968.31
2020-07-12,2020-07-12,1027,tropicana,13886,1,2.66,36936.76
2020-07-19,2020-07-19,1027,tropicana,9028,1,2.1,18958.8
2020-07-26,2020-07-26,1027,tropicana,11015,1,2.09,23021.35
2020-08-02,2020-08-02,1027,tropicana,9872,1,2.69,26555.68
2020-08-09,2020-08-09,1027,tropicana,17957,1,2.45,43994.65
2020-08-16,2020-08-16,1027,tropicana,15843,1,2.46,38973.78
2020-08-23,2020-08-23,1027,tropicana,9603,1,2.13,20454.39
2020-08-30,2020-08-30,1027,tropicana,19533,1,2.19,42777.27
2020-09-06,2020-09-06,1027,tropicana,15573,1,2.36,36752.28
2020-09-13,2020-09-13,1027,tropicana,18990,1,2.33,44246.700000000004
2020-09-20,2020-09-20,1027,tropicana,9177,1,2.55,23401.35
2020-09-27,2020-09-27,1027,tropicana,17404,1,2.32,40377.28
2020-10-04,2020-10-04,1027,tropicana,12664,1,1.92,24314.879999999997
2020-10-11,2020-10-11,1027,tropicana,18120,1,2.34,42400.799999999996
2020-10-18,2020-10-18,1027,tropicana,14095,1,2.1,29599.5
2020-10-25,2020-10-25,1027,tropicana,15186,1,2.22,33712.920000000006
2020-11-01,2020-11-01,1027,tropicana,12901,1,2.56,33026.56
2020-11-08,2020-11-08,1027,tropicana,12309,1,2.04,25110.36
2020-11-15,2020-11-15,1027,tropicana,13843,1,2.05,28378.149999999998
2020-11-22,2020-11-22,1027,tropicana,13272,1,2.48,32914.56
2020-11-29,2020-11-29,1027,tropicana,9307,1,2.12,19730.84
2020-12-06,2020-12-06,1027,tropicana,9968,1,2.02,20135.36
2020-12-13,2020-12-13,1027,tropicana,10949,1,2.66,29124.34
2020-12-20,2020-12-20,1027,tropicana,10857,1,2.31,25079.670000000002
2020-12-27,2020-12-27,1027,tropicana,12464,1,2.09,26049.76
2020-06-14,2020-06-14,1028,dominicks,17356,1,2.64,45819.840000000004
2020-06-21,2020-06-21,1028,dominicks,16549,1,1.91,31608.59
2020-06-28,2020-06-28,1028,dominicks,11364,1,2.14,24318.960000000003
2020-07-05,2020-07-05,1028,dominicks,18014,1,1.93,34767.02
2020-07-12,2020-07-12,1028,dominicks,15301,1,2.08,31826.08
2020-07-19,2020-07-19,1028,dominicks,15829,1,2.41,38147.89
2020-07-26,2020-07-26,1028,dominicks,10949,1,2.48,27153.52
2020-08-02,2020-08-02,1028,dominicks,12155,1,2.08,25282.4
2020-08-09,2020-08-09,1028,dominicks,15899,1,2.09,33228.909999999996
2020-08-16,2020-08-16,1028,dominicks,19972,1,2.16,43139.520000000004
2020-08-23,2020-08-23,1028,dominicks,13163,1,2.03,26720.889999999996
2020-08-30,2020-08-30,1028,dominicks,19166,1,1.93,36990.38
2020-09-06,2020-09-06,1028,dominicks,12104,1,2.67,32317.68
2020-09-13,2020-09-13,1028,dominicks,16124,1,2.19,35311.56
2020-09-20,2020-09-20,1028,dominicks,12908,1,2.03,26203.239999999998
2020-09-27,2020-09-27,1028,dominicks,16960,1,1.97,33411.2
2020-10-04,2020-10-04,1028,dominicks,16234,1,2.56,41559.04
2020-10-11,2020-10-11,1028,dominicks,9283,1,2.59,24042.969999999998
2020-10-18,2020-10-18,1028,dominicks,12082,1,2.63,31775.66
2020-10-25,2020-10-25,1028,dominicks,14614,1,2.56,37411.840000000004
2020-11-01,2020-11-01,1028,dominicks,9000,1,2.21,19890.0
2020-11-08,2020-11-08,1028,dominicks,19232,1,1.98,38079.36
2020-11-15,2020-11-15,1028,dominicks,11727,1,2.01,23571.269999999997
2020-11-22,2020-11-22,1028,dominicks,16492,1,2.42,39910.64
2020-11-29,2020-11-29,1028,dominicks,11204,1,2.22,24872.88
2020-12-06,2020-12-06,1028,dominicks,18296,1,1.99,36409.04
2020-12-13,2020-12-13,1028,dominicks,9527,1,2.22,21149.940000000002
2020-12-20,2020-12-20,1028,dominicks,18379,1,2.18,40066.22
2020-12-27,2020-12-27,1028,dominicks,16483,1,2.35,38735.05
2020-06-14,2020-06-14,1028,minute.maid,18408,1,1.9,34975.2
2020-06-21,2020-06-21,1028,minute.maid,14355,1,2.56,36748.8
2020-06-28,2020-06-28,1028,minute.maid,10883,1,2.3,25030.899999999998
2020-07-05,2020-07-05,1028,minute.maid,19035,1,2.19,41686.65
2020-07-12,2020-07-12,1028,minute.maid,15084,1,1.92,28961.28
2020-07-19,2020-07-19,1028,minute.maid,15605,1,2.52,39324.6
2020-07-26,2020-07-26,1028,minute.maid,9956,1,2.23,22201.88
2020-08-02,2020-08-02,1028,minute.maid,12039,1,2.35,28291.65
2020-08-09,2020-08-09,1028,minute.maid,15553,1,2.65,41215.45
2020-08-16,2020-08-16,1028,minute.maid,11606,1,2.15,24952.899999999998
2020-08-23,2020-08-23,1028,minute.maid,10938,1,2.45,26798.100000000002
2020-08-30,2020-08-30,1028,minute.maid,12644,1,2.21,27943.239999999998
2020-09-06,2020-09-06,1028,minute.maid,19128,1,2.51,48011.28
2020-09-13,2020-09-13,1028,minute.maid,13151,1,2.04,26828.04
2020-09-20,2020-09-20,1028,minute.maid,9374,1,2.14,20060.36
2020-09-27,2020-09-27,1028,minute.maid,16653,1,2.44,40633.32
2020-10-04,2020-10-04,1028,minute.maid,12292,1,2.43,29869.56
2020-10-11,2020-10-11,1028,minute.maid,10970,1,2.58,28302.600000000002
2020-10-18,2020-10-18,1028,minute.maid,14060,1,2.02,28401.2
2020-10-25,2020-10-25,1028,minute.maid,14262,1,2.33,33230.46
2020-11-01,2020-11-01,1028,minute.maid,15961,1,2.39,38146.79
2020-11-08,2020-11-08,1028,minute.maid,18914,1,2.02,38206.28
2020-11-15,2020-11-15,1028,minute.maid,9591,1,2.15,20620.649999999998
2020-11-22,2020-11-22,1028,minute.maid,9715,1,2.53,24578.949999999997
2020-11-29,2020-11-29,1028,minute.maid,15603,1,2.2,34326.600000000006
2020-12-06,2020-12-06,1028,minute.maid,19313,1,1.92,37080.96
2020-12-13,2020-12-13,1028,minute.maid,16538,1,2.63,43494.939999999995
2020-12-20,2020-12-20,1028,minute.maid,17287,1,2.11,36475.57
2020-12-27,2020-12-27,1028,minute.maid,19587,1,2.68,52493.16
2020-06-14,2020-06-14,1028,tropicana,14751,1,2.68,39532.68
2020-06-21,2020-06-21,1028,tropicana,18449,1,2.28,42063.719999999994
2020-06-28,2020-06-28,1028,tropicana,13938,1,2.15,29966.699999999997
2020-07-05,2020-07-05,1028,tropicana,17866,1,2.56,45736.96
2020-07-12,2020-07-12,1028,tropicana,16043,1,2.46,39465.78
2020-07-19,2020-07-19,1028,tropicana,10663,1,2.62,27937.06
2020-07-26,2020-07-26,1028,tropicana,10150,1,1.91,19386.5
2020-08-02,2020-08-02,1028,tropicana,15648,1,2.22,34738.560000000005
2020-08-09,2020-08-09,1028,tropicana,18936,1,2.39,45257.04
2020-08-16,2020-08-16,1028,tropicana,16866,1,2.66,44863.560000000005
2020-08-23,2020-08-23,1028,tropicana,16839,1,2.14,36035.46
2020-08-30,2020-08-30,1028,tropicana,16075,1,1.96,31507.0
2020-09-06,2020-09-06,1028,tropicana,12692,1,1.94,24622.48
2020-09-13,2020-09-13,1028,tropicana,9447,1,2.66,25129.02
2020-09-20,2020-09-20,1028,tropicana,17498,1,2.58,45144.840000000004
2020-09-27,2020-09-27,1028,tropicana,17518,1,2.5,43795.0
2020-10-04,2020-10-04,1028,tropicana,10453,1,2.23,23310.19
2020-10-11,2020-10-11,1028,tropicana,17385,1,1.99,34596.15
2020-10-18,2020-10-18,1028,tropicana,16888,1,2.0,33776.0
2020-10-25,2020-10-25,1028,tropicana,11525,1,2.43,28005.750000000004
2020-11-01,2020-11-01,1028,tropicana,12247,1,2.57,31474.789999999997
2020-11-08,2020-11-08,1028,tropicana,17897,1,2.39,42773.83
2020-11-15,2020-11-15,1028,tropicana,10721,1,2.13,22835.73
2020-11-22,2020-11-22,1028,tropicana,11699,1,1.96,22930.04
2020-11-29,2020-11-29,1028,tropicana,14608,1,1.9,27755.199999999997
2020-12-06,2020-12-06,1028,tropicana,17123,1,2.21,37841.83
2020-12-13,2020-12-13,1028,tropicana,14971,1,2.18,32636.780000000002
2020-12-20,2020-12-20,1028,tropicana,9111,1,2.4,21866.399999999998
2020-12-27,2020-12-27,1028,tropicana,9867,1,1.98,19536.66
2020-06-14,2020-06-14,1029,dominicks,11910,1,2.69,32037.899999999998
2020-06-21,2020-06-21,1029,dominicks,15847,1,2.17,34387.99
2020-06-28,2020-06-28,1029,dominicks,11523,1,2.6,29959.8
2020-07-05,2020-07-05,1029,dominicks,9654,1,2.28,22011.12
2020-07-12,2020-07-12,1029,dominicks,11693,1,2.01,23502.929999999997
2020-07-19,2020-07-19,1029,dominicks,15049,1,1.91,28743.59
2020-07-26,2020-07-26,1029,dominicks,12303,1,2.57,31618.71
2020-08-02,2020-08-02,1029,dominicks,19337,1,2.68,51823.16
2020-08-09,2020-08-09,1029,dominicks,11088,1,2.66,29494.08
2020-08-16,2020-08-16,1029,dominicks,13098,1,2.6,34054.8
2020-08-23,2020-08-23,1029,dominicks,15312,1,2.06,31542.72
2020-08-30,2020-08-30,1029,dominicks,15038,1,2.43,36542.340000000004
2020-09-06,2020-09-06,1029,dominicks,19377,1,2.06,39916.62
2020-09-13,2020-09-13,1029,dominicks,13651,1,1.99,27165.49
2020-09-20,2020-09-20,1029,dominicks,14710,1,1.91,28096.1
2020-09-27,2020-09-27,1029,dominicks,16693,1,2.62,43735.66
2020-10-04,2020-10-04,1029,dominicks,14076,1,2.48,34908.48
2020-10-11,2020-10-11,1029,dominicks,15579,1,2.61,40661.189999999995
2020-10-18,2020-10-18,1029,dominicks,10479,1,2.5,26197.5
2020-10-25,2020-10-25,1029,dominicks,17832,1,2.12,37803.840000000004
2020-11-01,2020-11-01,1029,dominicks,14485,1,2.58,37371.3
2020-11-08,2020-11-08,1029,dominicks,13786,1,1.96,27020.56
2020-11-15,2020-11-15,1029,dominicks,15933,1,2.69,42859.77
2020-11-22,2020-11-22,1029,dominicks,12285,1,2.16,26535.600000000002
2020-11-29,2020-11-29,1029,dominicks,9312,1,1.96,18251.52
2020-12-06,2020-12-06,1029,dominicks,12692,1,1.92,24368.64
2020-12-13,2020-12-13,1029,dominicks,13055,1,2.06,26893.3
2020-12-20,2020-12-20,1029,dominicks,12643,1,2.6,32871.8
2020-12-27,2020-12-27,1029,dominicks,19689,1,2.2,43315.8
2020-06-14,2020-06-14,1029,minute.maid,17992,1,2.11,37963.119999999995
2020-06-21,2020-06-21,1029,minute.maid,16004,1,2.66,42570.64
2020-06-28,2020-06-28,1029,minute.maid,10191,1,1.96,19974.36
2020-07-05,2020-07-05,1029,minute.maid,9705,1,2.61,25330.05
2020-07-12,2020-07-12,1029,minute.maid,19939,1,2.1,41871.9
2020-07-19,2020-07-19,1029,minute.maid,15295,1,2.16,33037.200000000004
2020-07-26,2020-07-26,1029,minute.maid,14315,1,1.99,28486.85
2020-08-02,2020-08-02,1029,minute.maid,16037,1,2.24,35922.880000000005
2020-08-09,2020-08-09,1029,minute.maid,10956,1,2.65,29033.399999999998
2020-08-16,2020-08-16,1029,minute.maid,14548,1,2.63,38261.24
2020-08-23,2020-08-23,1029,minute.maid,19295,1,2.45,47272.75
2020-08-30,2020-08-30,1029,minute.maid,17151,1,1.95,33444.45
2020-09-06,2020-09-06,1029,minute.maid,14667,1,2.69,39454.229999999996
2020-09-13,2020-09-13,1029,minute.maid,10078,1,1.9,19148.2
2020-09-20,2020-09-20,1029,minute.maid,9159,1,2.38,21798.42
2020-09-27,2020-09-27,1029,minute.maid,15277,1,2.35,35900.950000000004
2020-10-04,2020-10-04,1029,minute.maid,11865,1,1.91,22662.149999999998
2020-10-11,2020-10-11,1029,minute.maid,12657,1,2.09,26453.129999999997
2020-10-18,2020-10-18,1029,minute.maid,18698,1,2.0,37396.0
2020-10-25,2020-10-25,1029,minute.maid,17873,1,2.3,41107.899999999994
2020-11-01,2020-11-01,1029,minute.maid,16294,1,2.67,43504.979999999996
2020-11-08,2020-11-08,1029,minute.maid,17851,1,2.52,44984.52
2020-11-15,2020-11-15,1029,minute.maid,16529,1,2.19,36198.51
2020-11-22,2020-11-22,1029,minute.maid,13751,1,1.92,26401.92
2020-11-29,2020-11-29,1029,minute.maid,19890,1,2.3,45747.0
2020-12-06,2020-12-06,1029,minute.maid,17836,1,2.67,47622.119999999995
2020-12-13,2020-12-13,1029,minute.maid,19655,1,2.16,42454.8
2020-12-20,2020-12-20,1029,minute.maid,13614,1,1.99,27091.86
2020-12-27,2020-12-27,1029,minute.maid,15710,1,2.57,40374.7
2020-06-14,2020-06-14,1029,tropicana,9599,1,2.55,24477.449999999997
2020-06-21,2020-06-21,1029,tropicana,10935,1,2.23,24385.05
2020-06-28,2020-06-28,1029,tropicana,15933,1,2.55,40629.149999999994
2020-07-05,2020-07-05,1029,tropicana,9983,1,2.52,25157.16
2020-07-12,2020-07-12,1029,tropicana,16377,1,1.94,31771.379999999997
2020-07-19,2020-07-19,1029,tropicana,12827,1,2.21,28347.67
2020-07-26,2020-07-26,1029,tropicana,16432,1,2.13,35000.159999999996
2020-08-02,2020-08-02,1029,tropicana,10763,1,2.38,25615.94
2020-08-09,2020-08-09,1029,tropicana,11086,1,2.27,25165.22
2020-08-16,2020-08-16,1029,tropicana,18244,1,1.96,35758.24
2020-08-23,2020-08-23,1029,tropicana,16607,1,2.25,37365.75
2020-08-30,2020-08-30,1029,tropicana,19255,1,1.94,37354.7
2020-09-06,2020-09-06,1029,tropicana,18152,1,2.13,38663.759999999995
2020-09-13,2020-09-13,1029,tropicana,15406,1,2.22,34201.32
2020-09-20,2020-09-20,1029,tropicana,15415,1,2.14,32988.1
2020-09-27,2020-09-27,1029,tropicana,9462,1,2.54,24033.48
2020-10-04,2020-10-04,1029,tropicana,9989,1,2.25,22475.25
2020-10-11,2020-10-11,1029,tropicana,19441,1,1.95,37909.95
2020-10-18,2020-10-18,1029,tropicana,9724,1,2.5,24310.0
2020-10-25,2020-10-25,1029,tropicana,18998,1,2.1,39895.8
2020-11-01,2020-11-01,1029,tropicana,17432,1,1.98,34515.36
2020-11-08,2020-11-08,1029,tropicana,10952,1,2.62,28694.24
