WeekStarting,Store,Brand,forecast
1992-10-01,1038,minute.maid,10811.570661272324
1992-06-04,1038,tropicana,11915.699846540181
1992-06-11,1038,tropicana,11972.047642299109
1992-06-18,1038,tropicana,17496.534179687504
1992-06-25,1038,tropicana,19932.27971540179
1992-07-02,1038,tropicana,15858.348981584822
1992-07-09,1038,tropicana,10009.429896763395
1992-07-16,1038,tropicana,15978.43791852679
1992-07-23,1038,tropicana,19715.060407366072
1992-07-30,1038,tropicana,17058.70842633929
1992-08-06,1038,tropicana,10173.111258370538
1992-08-13,1038,tropicana,18387.56459263393
1992-08-20,1038,tropicana,14437.088936941967
1992-08-27,1038,tropicana,15466.405831473217
1992-09-03,1038,tropicana,12007.999581473216
1992-09-10,1038,tropicana,13761.01067243304
1992-09-17,1038,tropicana,11271.214425223214
1992-09-24,1038,tropicana,19482.670479910717
1992-10-01,1038,tropicana,10674.694545200895
1992-06-04,1039,dominicks,14525.91336495536
1992-06-11,1039,dominicks,11140.314383370538
1992-06-18,1039,dominicks,11769.765625
1992-06-25,1039,dominicks,13090.97781808036
1992-07-02,1039,dominicks,10473.11683872768
1992-07-09,1039,dominicks,15913.379673549109
1992-07-16,1039,dominicks,18844.220703125004
1992-07-23,1039,dominicks,9307.398786272322
1992-07-30,1039,dominicks,12053.849330357143
1992-08-06,1039,dominicks,16570.154715401786
1992-08-13,1039,dominicks,13254.713309151788
1992-08-20,1039,dominicks,16169.177036830359
1992-08-27,1039,dominicks,10518.663643973214
1992-09-03,1039,dominicks,17654.28055245536
1992-09-10,1039,dominicks,18394.015485491076
1992-09-17,1039,dominicks,11132.577985491074
1992-09-24,1039,dominicks,9812.923200334822
1992-10-01,1039,dominicks,13214.735839843755
1992-06-04,1039,minute.maid,17282.47098214286
1992-06-11,1039,minute.maid,11741.620744977681
1992-06-18,1039,minute.maid,13997.957380022324
1992-06-25,1039,minute.maid,9376.83168247768
1992-07-02,1039,minute.maid,10925.933872767857
1992-07-09,1039,minute.maid,10912.964564732145
1992-07-16,1039,minute.maid,13782.019252232145
1992-07-23,1039,minute.maid,16055.005719866072
1992-07-30,1039,minute.maid,16393.123883928572
1992-08-06,1039,minute.maid,15345.281947544645
1992-08-13,1039,minute.maid,10940.28090122768
1992-08-20,1039,minute.maid,12752.963309151788
1992-08-27,1039,minute.maid,10782.901227678572
1992-09-03,1039,minute.maid,10946.38881138393
1992-09-10,1039,minute.maid,19248.15499441965
1992-09-17,1039,minute.maid,15475.668108258931
1992-09-24,1039,minute.maid,15128.898228236609
1992-10-01,1039,minute.maid,16653.032645089286
1992-06-04,1039,tropicana,14159.162109375
1992-06-11,1039,tropicana,18087.415039062504
1992-06-18,1039,tropicana,13941.271693638395
1992-06-25,1039,tropicana,17856.555106026786
1992-07-02,1039,tropicana,19183.067243303576
1992-07-09,1039,tropicana,12999.562500000002
1992-07-16,1039,tropicana,17750.63797433036
1992-07-23,1039,tropicana,17878.65206473215
1992-07-30,1039,tropicana,18368.5341796875
1992-08-06,1039,tropicana,9064.020996093752
1992-08-13,1039,tropicana,16237.886369977681
1992-08-20,1039,tropicana,11437.16148158482
1992-08-27,1039,tropicana,12575.887137276788
1992-09-03,1039,tropicana,12953.280343191966
1992-09-10,1039,tropicana,10627.160993303572
1992-09-17,1039,tropicana,17499.674386160717
1992-09-24,1039,tropicana,19859.56375558036
1992-10-01,1039,tropicana,16013.444475446431
1992-06-04,1040,dominicks,16903.08175223215
1992-06-11,1040,dominicks,9700.286830357145
1992-06-18,1040,dominicks,11031.92543247768
1992-06-25,1040,dominicks,12721.957728794647
1992-07-02,1040,dominicks,11690.238490513393
1992-07-09,1040,dominicks,17163.065011160714
1992-07-16,1040,dominicks,17995.123604910717
1992-07-23,1040,dominicks,15564.099818638395
1992-07-30,1040,dominicks,14614.815987723216
1992-08-06,1040,dominicks,9422.011230468752
1992-08-13,1040,dominicks,12637.455217633931
1992-08-20,1040,dominicks,19618.87513950893
1992-08-27,1040,dominicks,19620.49037388393
1992-09-03,1040,dominicks,15741.455775669647
1992-09-10,1040,dominicks,18951.01283482143
1992-09-17,1040,dominicks,14081.268136160716
1992-09-24,1040,dominicks,13410.077357700897
1992-10-01,1040,dominicks,18551.44349888393
1992-06-04,1040,minute.maid,12461.361607142859
1992-06-11,1040,minute.maid,10930.606375558036
1992-06-18,1040,minute.maid,19096.668247767862
1992-06-25,1040,minute.maid,10760.00634765625
1992-07-02,1040,minute.maid,16048.143136160717
1992-07-09,1040,minute.maid,18911.011718750004
1992-07-16,1040,minute.maid,15756.800432477683
1992-07-23,1040,minute.maid,17300.908900669645
1992-07-30,1040,minute.maid,17317.385602678576
1992-08-06,1040,minute.maid,12236.079799107143
1992-08-13,1040,minute.maid,12933.198451450897
1992-08-20,1040,minute.maid,16116.012416294645
1992-08-27,1040,minute.maid,15028.55419921875
1992-09-03,1040,minute.maid,15741.194893973216
1992-09-10,1040,minute.maid,13816.002511160717
1992-09-17,1040,minute.maid,12664.95047433036
1992-09-24,1040,minute.maid,10383.550223214288
1992-10-01,1040,minute.maid,18835.246930803576
1992-06-04,1040,tropicana,13347.890485491074
1992-06-11,1040,tropicana,15922.886021205359
1992-06-18,1040,tropicana,11448.326729910716
1992-06-25,1040,tropicana,19279.55315290179
1992-07-02,1040,tropicana,16522.795340401786
1992-07-09,1040,tropicana,16397.022460937504
1992-07-16,1040,tropicana,13512.30984933036
1992-07-23,1040,tropicana,10429.89794921875
1992-07-30,1040,tropicana,19376.98270089286
1992-08-06,1040,tropicana,12882.468191964288
1992-08-13,1040,tropicana,15086.934151785716
1992-08-20,1040,tropicana,12127.78334263393
1992-08-27,1040,tropicana,11086.498744419645
1992-09-03,1040,tropicana,11269.965541294645
1992-09-10,1040,tropicana,12242.397042410717
1992-09-17,1040,tropicana,11065.093261718754
1992-09-24,1040,tropicana,13052.77811104911
1992-10-01,1040,tropicana,11925.992327008931
1992-06-04,1041,dominicks,18622.996930803576
1992-06-11,1041,dominicks,10393.03529575893
1992-06-18,1041,dominicks,15614.878208705359
1992-06-25,1041,dominicks,11256.8603515625
1992-07-02,1041,dominicks,12073.802036830359
1992-07-09,1041,dominicks,9905.40869140625
1992-07-16,1041,dominicks,13233.56815011161
1992-07-23,1041,dominicks,18552.66057477679
1992-07-30,1041,dominicks,16732.229492187504
1992-08-06,1041,dominicks,10843.422851562502
1992-08-13,1041,dominicks,13294.131835937502
1992-08-20,1041,dominicks,12237.384137834824
1992-08-27,1041,dominicks,15794.328404017859
1992-09-03,1041,dominicks,17640.31766183036
1992-09-10,1041,dominicks,11185.403111049109
1992-09-17,1041,dominicks,14331.587611607145
1992-09-24,1041,dominicks,9918.472098214286
1992-10-01,1041,dominicks,12662.322474888397
1992-06-04,1041,minute.maid,18026.875837053572
1992-06-11,1041,minute.maid,14336.589215959822
1992-06-18,1041,minute.maid,15515.721888950897
1992-06-25,1041,minute.maid,17759.164620535717
1992-07-02,1041,minute.maid,18123.84193638393
1992-07-09,1041,minute.maid,13046.379534040181
1992-07-16,1041,minute.maid,18013.29701450893
1992-07-23,1041,minute.maid,12238.040945870536
1992-07-30,1041,minute.maid,16548.110072544645
1992-08-06,1041,minute.maid,9206.547433035716
1992-08-13,1041,minute.maid,18290.474051339286
1992-08-20,1041,minute.maid,18315.20493861608
1992-08-27,1041,minute.maid,18288.751953125004
1992-09-03,1041,minute.maid,11593.565638950893
1992-09-10,1041,minute.maid,12995.827008928574
1992-09-17,1041,minute.maid,17858.399274553576
1992-09-24,1041,minute.maid,18362.281529017862
1992-10-01,1041,minute.maid,14083.25906808036
1992-06-04,1041,tropicana,13811.999860491074
1992-06-11,1041,tropicana,16879.75334821429
1992-06-18,1041,tropicana,13775.043387276788
1992-06-25,1041,tropicana,12985.723353794647
1992-07-02,1041,tropicana,17141.77469308036
1992-07-09,1041,tropicana,9084.466378348216
1992-07-16,1041,tropicana,13832.291155133931
1992-07-23,1041,tropicana,19306.275390625004
1992-07-30,1041,tropicana,13402.155412946433
1992-08-06,1041,tropicana,10569.584193638395
1992-08-13,1041,tropicana,17740.727120535714
1992-08-20,1041,tropicana,13839.275599888397
1992-08-27,1041,tropicana,15353.745465959824
1992-09-03,1041,tropicana,11705.770089285717
1992-09-10,1041,tropicana,10278.275111607143
1992-09-17,1041,tropicana,14450.383021763395
1992-09-24,1041,tropicana,11627.732770647322
1992-10-01,1041,tropicana,13473.179687500004
1992-06-04,1042,dominicks,16684.004185267862
1992-06-11,1042,dominicks,19942.633510044645
1992-06-18,1042,dominicks,17813.31180245536
1992-06-25,1042,dominicks,12913.945940290181
1992-07-02,1042,dominicks,11130.393554687502
1992-07-09,1042,dominicks,16297.002371651788
1992-07-16,1042,dominicks,14732.32854352679
1992-07-23,1042,dominicks,10144.287667410716
1992-07-30,1042,dominicks,14471.715959821431
1992-08-06,1042,dominicks,14544.350097656254
1992-08-13,1042,dominicks,19400.04701450893
1992-08-20,1042,dominicks,9059.229213169643
1992-08-27,1042,dominicks,11373.866768973216
1992-09-03,1042,dominicks,12958.27957589286
1992-09-10,1042,dominicks,11715.227050781252
1992-09-17,1042,dominicks,17310.434151785714
1992-09-24,1042,dominicks,17021.922712053572
1992-10-01,1042,dominicks,12524.986537388395
1992-06-04,1042,minute.maid,17649.624720982145
1992-06-11,1042,minute.maid,12344.386090959822
1992-06-18,1042,minute.maid,14757.951520647326
1992-06-25,1042,minute.maid,15427.884974888397
1992-07-02,1042,minute.maid,11614.117327008931
1992-07-09,1042,minute.maid,11079.885742187502
1992-07-16,1042,minute.maid,11791.84193638393
1992-07-23,1042,minute.maid,16405.46937779018
1992-07-30,1042,minute.maid,17191.72098214286
1992-08-06,1042,minute.maid,9459.068638392859
1992-08-13,1042,minute.maid,18570.302176339286
1992-08-20,1042,minute.maid,11828.168178013395
1992-08-27,1042,minute.maid,18540.244140625
1992-09-03,1042,minute.maid,14776.965332031252
1992-09-10,1042,minute.maid,14274.914969308042
1992-09-17,1042,minute.maid,9367.735212053574
1992-09-24,1042,minute.maid,19038.655133928572
1992-10-01,1042,minute.maid,10721.532575334824
1992-06-04,1042,tropicana,12816.606026785717
1992-06-11,1042,tropicana,14287.111118861609
1992-06-18,1042,tropicana,11598.994140625002
1992-06-25,1042,tropicana,15851.511300223217
1992-07-02,1042,tropicana,16096.480957031252
1992-07-09,1042,tropicana,14835.924316406254
1992-07-16,1042,tropicana,13945.450334821433
1992-07-23,1042,tropicana,12755.531459263397
1992-07-30,1042,tropicana,18227.28724888393
1992-08-06,1042,tropicana,15753.89027622768
1992-08-13,1042,tropicana,17428.175781250004
1992-08-20,1042,tropicana,9506.966587611609
1992-08-27,1042,tropicana,15627.82561383929
1992-09-03,1042,tropicana,12787.294015066967
1992-09-10,1042,tropicana,9568.615094866072
1992-09-17,1042,tropicana,17878.89453125
1992-09-24,1042,tropicana,18075.06668526786
1992-10-01,1042,tropicana,9474.322544642859
1992-06-04,1043,dominicks,14180.708077566966
1992-06-11,1043,dominicks,13421.65262276786
1992-06-18,1043,dominicks,15844.713239397324
1992-06-25,1043,dominicks,13890.086077008931
1992-07-02,1043,dominicks,12407.627650669647
1992-07-09,1043,dominicks,19222.91071428572
1992-07-16,1043,dominicks,13020.453194754467
1992-07-23,1043,dominicks,12919.240234375004
1992-07-30,1043,dominicks,18606.628348214286
1992-08-06,1043,dominicks,12518.781459263395
1992-08-13,1043,dominicks,12471.503557477681
1992-08-20,1043,dominicks,14153.565778459826
1992-08-27,1043,dominicks,10085.42947823661
1992-09-03,1043,dominicks,18489.093331473214
1992-09-10,1043,dominicks,12627.57156808036
1992-09-17,1043,dominicks,19597.505580357145
1992-09-24,1043,dominicks,13498.743652343754
1992-10-01,1043,dominicks,15386.468191964288
1992-06-04,1043,minute.maid,12975.093122209824
1992-06-11,1043,minute.maid,10910.98207310268
1992-06-18,1043,minute.maid,10694.159946986609
1992-06-25,1043,minute.maid,13688.732910156254
1992-07-02,1043,minute.maid,16541.12862723215
1992-07-09,1043,minute.maid,14285.422851562502
1992-07-16,1043,minute.maid,17272.728097098217
1992-07-23,1043,minute.maid,14742.190080915181
1992-07-30,1043,minute.maid,13791.67473493304
1992-08-06,1043,minute.maid,15685.075125558038
1992-08-13,1043,minute.maid,13894.679338727681
1992-08-20,1043,minute.maid,15722.45661272322
1992-08-27,1043,minute.maid,19314.608258928576
1992-09-03,1043,minute.maid,11009.012276785716
1992-09-10,1043,minute.maid,13324.13664899554
1992-09-17,1043,minute.maid,10473.118094308036
1992-09-24,1043,minute.maid,9544.474818638395
1992-10-01,1043,minute.maid,19606.248186383935
1992-06-04,1043,tropicana,14524.889229910716
1992-06-11,1043,tropicana,10085.5
1992-06-18,1043,tropicana,15082.137207031254
1992-06-25,1043,tropicana,17573.27664620536
1992-07-02,1043,tropicana,18191.234235491076
1992-07-09,1043,tropicana,16569.62625558036
1992-07-16,1043,tropicana,11153.782296316966
1992-07-23,1043,tropicana,12703.597726004467
1992-07-30,1043,tropicana,14736.088099888393
1992-08-06,1043,tropicana,17774.749023437504
1992-08-13,1043,tropicana,16937.709681919645
1992-08-20,1043,tropicana,9811.693638392857
1992-08-27,1043,tropicana,9701.38148716518
1992-09-03,1043,tropicana,10091.226283482143
1992-09-10,1043,tropicana,15677.834402901788
1992-09-17,1043,tropicana,19084.395647321435
1992-09-24,1043,tropicana,12953.61014229911
1992-10-01,1043,tropicana,14202.249372209824
1992-06-04,1044,dominicks,17254.405970982145
1992-06-11,1044,dominicks,11449.46888950893
1992-06-18,1044,dominicks,13797.576729910717
1992-06-25,1044,dominicks,12402.552594866074
1992-07-02,1044,dominicks,14399.530482700897
1992-07-09,1044,dominicks,15978.336495535717
1992-07-16,1044,dominicks,19031.36886160715
1992-07-23,1044,dominicks,18447.420619419645
1992-07-30,1044,dominicks,14832.847167968755
1992-08-06,1044,dominicks,12507.56243024554
1992-08-13,1044,dominicks,16879.398995535717
1992-08-20,1044,dominicks,14526.193708147322
1992-08-27,1044,dominicks,18167.46205357143
1992-09-03,1044,dominicks,11547.370256696431
1992-09-10,1044,dominicks,13929.065150669645
1992-09-17,1044,dominicks,17426.637555803572
1992-09-24,1044,dominicks,18254.331333705362
1992-10-01,1044,dominicks,15399.122070312504
1992-06-04,1044,minute.maid,15006.44873046875
1992-06-11,1044,minute.maid,13644.52936662947
1992-06-18,1044,minute.maid,10243.842564174109
1992-06-25,1044,minute.maid,14614.204589843754
1992-07-02,1044,minute.maid,10238.824846540181
1992-07-09,1044,minute.maid,12837.68617466518
1992-07-16,1044,minute.maid,13442.567173549109
1992-07-23,1044,minute.maid,16785.418666294645
1992-07-30,1044,minute.maid,14843.94524274554
1992-08-06,1044,minute.maid,18049.782505580362
1992-08-13,1044,minute.maid,19506.4560546875
1992-08-20,1044,minute.maid,15409.130440848216
1992-08-27,1044,minute.maid,18289.815290178572
1992-09-03,1044,minute.maid,13426.1015625
1992-09-10,1044,minute.maid,11063.761718750002
1992-09-17,1044,minute.maid,12783.971261160716
1992-09-24,1044,minute.maid,17332.427455357145
1992-10-01,1044,minute.maid,12494.839076450895
1992-06-04,1044,tropicana,19594.112862723217
1992-06-11,1044,tropicana,11258.0185546875
1992-06-18,1044,tropicana,13823.097516741076
1992-06-25,1044,tropicana,19090.77776227679
1992-07-02,1044,tropicana,19413.809291294645
1992-07-09,1044,tropicana,10447.03173828125
1992-07-16,1044,tropicana,13392.71756417411
1992-07-23,1044,tropicana,15625.949428013395
1992-07-30,1044,tropicana,10492.163574218748
1992-08-06,1044,tropicana,12261.788783482145
1992-08-13,1044,tropicana,19859.42034040179
1992-08-20,1044,tropicana,15897.193638392859
1992-08-27,1044,tropicana,13093.587053571433
1992-09-03,1044,tropicana,19775.405133928572
1992-09-10,1044,tropicana,12289.290666852681
1992-09-17,1044,tropicana,18374.50697544643
1992-09-24,1044,tropicana,12252.64578683036
1992-10-01,1044,tropicana,10185.058035714286
1992-06-04,1045,dominicks,19876.838030133928
1992-06-11,1045,dominicks,19020.623046875004
1992-06-18,1045,dominicks,17386.640345982145
1992-06-25,1045,dominicks,12092.945521763395
1992-07-02,1045,dominicks,11778.573102678572
1992-07-09,1045,dominicks,14192.563895089288
1992-07-16,1045,dominicks,17723.318359375
1992-07-23,1045,dominicks,15637.424316406254
1992-07-30,1045,dominicks,10957.775320870536
1992-08-06,1045,dominicks,19136.546875000007
1992-08-13,1045,dominicks,13268.806361607145
1992-08-20,1045,dominicks,19623.320172991076
1992-08-27,1045,dominicks,18479.667550223217
1992-09-03,1045,dominicks,19868.832449776786
1992-09-10,1045,dominicks,12705.295758928576
1992-09-17,1045,dominicks,12887.697195870538
1992-09-24,1045,dominicks,14242.697823660716
1992-10-01,1045,dominicks,9415.931431361609
1992-06-04,1045,minute.maid,15071.542689732145
1992-06-11,1045,minute.maid,15386.315499441966
1992-06-18,1045,minute.maid,17083.748046875004
1992-06-25,1045,minute.maid,18113.578822544645
1992-07-02,1045,minute.maid,18620.21023995536
1992-07-09,1045,minute.maid,9793.312779017859
1992-07-16,1045,minute.maid,19033.205636160714
1992-07-23,1045,minute.maid,17676.01185825893
1992-07-30,1045,minute.maid,9418.905691964286
1992-08-06,1045,minute.maid,11263.370814732145
1992-08-13,1045,minute.maid,15253.150320870538
1992-08-20,1045,minute.maid,9851.656180245538
1992-08-27,1045,minute.maid,18725.350306919645
1992-09-03,1045,minute.maid,17570.29129464286
1992-09-10,1045,minute.maid,13772.517020089286
1992-09-17,1045,minute.maid,19854.297712053576
1992-09-24,1045,minute.maid,13466.730189732147
1992-10-01,1045,minute.maid,19450.75530133929
1992-06-04,1045,tropicana,9672.702706473216
1992-06-11,1045,tropicana,16859.862165178572
1992-06-18,1045,tropicana,17156.412109375004
1992-06-25,1045,tropicana,15382.361955915183
1992-07-02,1045,tropicana,10280.621791294643
1992-07-09,1045,tropicana,18588.33928571429
1992-07-16,1045,tropicana,16341.491141183036
1992-07-23,1045,tropicana,13803.393415178572
1992-07-30,1045,tropicana,9226.423828125002
1992-08-06,1045,tropicana,11369.424525669643
1992-08-13,1045,tropicana,11092.345145089288
1992-08-20,1045,tropicana,9793.066894531252
1992-08-27,1045,tropicana,9921.681989397324
1992-09-03,1045,tropicana,12022.018973214286
1992-09-10,1045,tropicana,16053.016741071431
1992-09-17,1045,tropicana,12761.330566406254
1992-09-24,1045,tropicana,12332.789411272324
1992-10-01,1045,tropicana,13947.12897600447
1992-06-04,1046,dominicks,18079.010323660717
1992-06-11,1046,dominicks,12408.767578125004
1992-06-18,1046,dominicks,15600.25955636161
1992-06-25,1046,dominicks,16795.047433035717
1992-07-02,1046,dominicks,9281.272670200895
1992-07-09,1046,dominicks,15978.99295479911
1992-07-16,1046,dominicks,15759.833496093752
1992-07-23,1046,dominicks,13617.029854910717
1992-07-30,1046,dominicks,19065.080636160717
1992-08-06,1046,dominicks,17641.95033482143
1992-08-13,1046,dominicks,16426.43680245536
1992-08-20,1046,dominicks,15758.219238281254
1992-08-27,1046,dominicks,9801.033970424109
1992-09-03,1046,dominicks,9628.275251116072
1992-09-10,1046,dominicks,18365.58258928572
1992-09-17,1046,dominicks,15094.648228236609
1992-09-24,1046,dominicks,14711.888392857145
1992-10-01,1046,dominicks,15391.917271205359
1992-06-04,1046,minute.maid,17659.94140625
1992-06-11,1046,minute.maid,12098.110281808038
1992-06-18,1046,minute.maid,16115.75760323661
1992-06-25,1046,minute.maid,13666.381905691966
1992-07-02,1046,minute.maid,16187.255929129466
1992-07-09,1046,minute.maid,13830.048549107149
1992-07-16,1046,minute.maid,14427.596121651788
1992-07-23,1046,minute.maid,15477.078125000004
1992-07-30,1046,minute.maid,11981.706752232143
1992-08-06,1046,minute.maid,19503.421735491072
1992-08-13,1046,minute.maid,10545.870186941966
1992-08-20,1046,minute.maid,19030.548409598217
1992-08-27,1046,minute.maid,17886.1865234375
1992-09-03,1046,minute.maid,9899.649065290181
1992-09-10,1046,minute.maid,16331.430733816966
1992-09-17,1046,minute.maid,13758.128627232145
1992-09-24,1046,minute.maid,18793.272879464286
1992-10-01,1046,minute.maid,14374.22488839286
1992-06-04,1046,tropicana,19479.337751116076
1992-06-11,1046,tropicana,18676.697823660717
1992-06-18,1046,tropicana,19626.932617187507
1992-06-25,1046,tropicana,9189.867117745538
1992-07-02,1046,tropicana,19205.98186383929
1992-07-09,1046,tropicana,14276.898786272324
1992-07-16,1046,tropicana,17871.37220982143
1992-07-23,1046,tropicana,11653.1123046875
1992-07-30,1046,tropicana,10004.746582031252
1992-08-06,1046,tropicana,17496.315429687504
1992-08-13,1046,tropicana,13154.926130022322
1992-08-20,1046,tropicana,16091.784667968752
1992-08-27,1046,tropicana,14314.326799665181
1992-09-03,1046,tropicana,13836.010393415183
1992-09-10,1046,tropicana,16724.03152901786
1992-09-17,1046,tropicana,11542.026576450895
1992-09-24,1046,tropicana,14547.394042968752
1992-10-01,1046,tropicana,9768.685546875
1992-06-04,1047,dominicks,13580.646833147324
1992-06-11,1047,dominicks,9872.738351004466
1992-06-18,1047,dominicks,13343.27873883929
1992-06-25,1047,dominicks,13678.86725725447
1992-07-02,1047,dominicks,16119.123046875002
1992-07-09,1047,dominicks,16217.558942522324
1992-07-16,1047,dominicks,14581.751464843752
1992-07-23,1047,dominicks,14541.013741629466
1992-07-30,1047,dominicks,13049.594587053574
1992-08-06,1047,dominicks,15936.574288504467
1992-08-13,1047,dominicks,10994.400320870536
1992-08-20,1047,dominicks,12754.51799665179
1992-08-27,1047,dominicks,13003.807826450897
1992-09-03,1047,dominicks,16456.385602678572
1992-09-10,1047,dominicks,15205.422014508931
1992-09-17,1047,dominicks,13949.081263950899
1992-09-24,1047,dominicks,15848.14041573661
1992-10-01,1047,dominicks,19157.632672991072
1992-06-04,1047,minute.maid,16573.944335937504
1992-06-11,1047,minute.maid,17590.90234375
1992-06-18,1047,minute.maid,18121.222516741072
1992-06-25,1047,minute.maid,18450.203962053576
1992-07-02,1047,minute.maid,13142.86635044643
1992-07-09,1047,minute.maid,17340.497767857145
1992-07-16,1047,minute.maid,12283.045968191966
1992-07-23,1047,minute.maid,15332.072056361609
1992-07-30,1047,minute.maid,19820.57142857143
1992-08-06,1047,minute.maid,16428.737792968754
1992-08-13,1047,minute.maid,10037.962053571431
1992-08-20,1047,minute.maid,15156.091448102681
1992-08-27,1047,minute.maid,13921.341378348217
1992-09-03,1047,minute.maid,14433.04359654018
1992-09-10,1047,minute.maid,9141.390206473216
1992-09-17,1047,minute.maid,15832.278390066967
1992-09-24,1047,minute.maid,10091.92347935268
1992-10-01,1047,minute.maid,17344.087611607145
1992-06-04,1047,tropicana,11544.300292968752
1992-06-11,1047,tropicana,16506.13490513393
1992-06-18,1047,tropicana,9196.26576450893
1992-06-25,1047,tropicana,12420.020647321431
1992-07-02,1047,tropicana,10660.140345982143
1992-07-09,1047,tropicana,17579.824079241072
1992-07-16,1047,tropicana,9990.846609933038
1992-07-23,1047,tropicana,16493.423409598217
1992-07-30,1047,tropicana,17221.072544642855
1992-08-06,1047,tropicana,18331.33900669643
1992-08-13,1047,tropicana,15136.833496093752
1992-08-20,1047,tropicana,18555.92787388393
1992-08-27,1047,tropicana,16028.606445312502
1992-09-03,1047,tropicana,14657.301060267857
1992-09-10,1047,tropicana,18733.77734375
1992-09-17,1047,tropicana,12818.658621651788
1992-09-24,1047,tropicana,14430.820103236607
1992-10-01,1047,tropicana,18405.14578683036
1992-06-04,1048,dominicks,9660.746861049109
1992-06-11,1048,dominicks,12026.876464843752
1992-06-18,1048,dominicks,17213.328822544645
1992-06-25,1048,dominicks,18347.688476562504
1992-07-02,1048,dominicks,17470.06026785715
1992-07-09,1048,dominicks,19308.630022321435
1992-07-16,1048,dominicks,11885.237095424109
1992-07-23,1048,dominicks,19877.400111607145
1992-07-30,1048,dominicks,14380.40485491072
1992-08-06,1048,dominicks,14802.726632254467
1992-08-13,1048,dominicks,15383.640136718752
1992-08-20,1048,dominicks,10662.653599330359
1992-08-27,1048,dominicks,13670.61600167411
1992-09-03,1048,dominicks,10491.10728236607
1992-09-10,1048,dominicks,14439.14990234375
1992-09-17,1048,dominicks,9918.047712053572
1992-09-24,1048,dominicks,12698.095633370538
1992-10-01,1048,dominicks,17322.224051339286
1992-06-04,1048,minute.maid,10495.72998046875
1992-06-11,1048,minute.maid,9742.682965959824
1992-06-18,1048,minute.maid,17642.90945870536
1992-06-25,1048,minute.maid,9379.659737723216
1992-07-02,1048,minute.maid,11374.58705357143
1992-07-09,1048,minute.maid,12352.000000000002
1992-07-16,1048,minute.maid,13422.964076450895
1992-07-23,1048,minute.maid,17042.512137276786
1992-07-30,1048,minute.maid,16436.97474888393
1992-08-06,1048,minute.maid,10247.190080915181
1992-08-13,1048,minute.maid,15653.076590401788
1992-08-20,1048,minute.maid,16393.926967075895
1992-08-27,1048,minute.maid,13312.295479910717
1992-09-03,1048,minute.maid,9167.497977120538
1992-09-10,1048,minute.maid,17013.527901785714
1992-09-17,1048,minute.maid,15842.620954241074
1992-09-24,1048,minute.maid,17998.028180803576
1992-10-01,1048,minute.maid,15433.32094029018
1992-06-04,1048,tropicana,16452.246651785714
1992-06-11,1048,tropicana,12517.34319196429
1992-06-18,1048,tropicana,10896.515485491072
1992-06-25,1048,tropicana,19773.690848214286
1992-07-02,1048,tropicana,17333.159040178572
1992-07-09,1048,tropicana,14066.58914620536
1992-07-16,1048,tropicana,18125.154854910717
1992-07-23,1048,tropicana,19938.928850446435
1992-07-30,1048,tropicana,16900.931501116072
1992-08-06,1048,tropicana,13807.115234375005
1992-08-13,1048,tropicana,19377.544503348214
1992-08-20,1048,tropicana,17543.17159598214
1992-08-27,1048,tropicana,15339.234723772322
1992-09-03,1048,tropicana,9628.639718191967
1992-09-10,1048,tropicana,17945.02357700893
1992-09-17,1048,tropicana,18019.942243303572
1992-09-24,1048,tropicana,17303.45256696429
1992-10-01,1048,tropicana,16151.574637276786
1992-06-04,1049,dominicks,18030.117047991076
1992-06-11,1049,dominicks,17066.043526785714
1992-06-18,1049,dominicks,12312.051618303574
1992-06-25,1049,dominicks,11405.470563616072
1992-07-02,1049,dominicks,14709.89041573661
1992-07-09,1049,dominicks,18996.21051897322
1992-07-16,1049,dominicks,16450.841657366076
1992-07-23,1049,dominicks,13752.220563616074
1992-07-30,1049,dominicks,15593.349469866076
1992-08-06,1049,dominicks,15895.992327008933
1992-08-13,1049,dominicks,12779.084193638397
1992-08-20,1049,dominicks,9741.011997767857
1992-08-27,1049,dominicks,11297.807198660717
1992-09-03,1049,dominicks,18921.94056919643
1992-09-10,1049,dominicks,10531.877371651786
1992-09-17,1049,dominicks,18972.733677455362
1992-09-24,1049,dominicks,13150.663504464288
1992-10-01,1049,dominicks,19861.203543526794
1992-06-04,1049,minute.maid,11135.732003348216
1992-06-11,1049,minute.maid,10284.35044642857
1992-06-18,1049,minute.maid,10011.838378906252
1992-06-25,1049,minute.maid,10133.459472656252
1992-07-02,1049,minute.maid,18261.21303013393
1992-07-09,1049,minute.maid,13628.187779017859
1992-07-16,1049,minute.maid,12033.789132254466
1992-07-23,1049,minute.maid,11817.375767299109
1992-07-30,1049,minute.maid,9919.207031250002
1992-08-06,1049,minute.maid,19199.153180803576
1992-08-13,1049,minute.maid,13163.883719308038
1992-08-20,1049,minute.maid,9331.763392857145
1992-08-27,1049,minute.maid,17424.610351562504
1992-09-03,1049,minute.maid,15874.929547991074
1992-09-10,1049,minute.maid,18960.820312500004
1992-09-17,1049,minute.maid,13992.276227678576
1992-09-24,1049,minute.maid,17971.26088169643
1992-10-01,1049,minute.maid,18657.080636160717
1992-06-04,1049,tropicana,18362.712193080362
1992-06-11,1049,tropicana,19481.704938616076
1992-06-18,1049,tropicana,12700.694545200895
1992-06-25,1049,tropicana,18647.011579241072
